Found!ကလဝိကင််	ကလဝိကင်
Found!ပြည့်မြောက်ပီ	ပြည့်မြောက်ပြီ
Found!ပြန်တိုက်ယုမှ	ပြန်တိုက်ယူမှ
Found!ပြနါပြန်ဖတ်ပေး	ပြန်ပြန်ဖတ်ပေး
Found!ပြန်မပြောရဲ့	ပြန်မပြောရဲ
Found!ပြန် ရလာသည် ့ 	ပြန် ရလာသည့်
Found!ပြန်ရေွးနိုင်ဖို့	ပြန်ရွေးနိုင်ဖို့
Found!ပြန်၇ှာတွေပေမဲ့	ပြန်ရှာတွေ့ပေမယ့်
Found!ပြည်လည်ခံရေး	ပြန်လည်လက်ခံရေး
Found!ပြည်လည်လက်ခံရေး	ပြန်လည်လက်ခံရေး
Found!ပြသနာတက်မှာဆိုးပြီး 	ပြဿနာတက်မှာစိုးပြီး 
Found!ပြတ်သနာတွေ	ပြဿနာတွေ
Found!ပွဲတော်တည်နိူင်ပါတော့မယ်	ပွဲတော်တည်နိုင်ပါတော့မယ်
Found!ဖျန့်ဖြစ်ချင်လို့	ဖရန့်ဖြစ်ချင်လို့
Found!ဖားအောက်ေတာရ	ဖားအောက်တောရ
Found!ဖိနှိ်ပ်ခံရမှု	ဖိနှိပ်ခံရမှု
Found!ဖေဖေါ်ဝါရီလ	ဖေဖော်ဝါရီလ
Found!ဖေ့သားဂျိိီး	ဖေ့သားကြီး
Found!ဖေါ်စေချင်တယ်	ဖော်စေချင်တယ်
Found!ဖေါ်ဆောင်ဖြင်း	ဖော်ဆောင်ခြင်း
Found!ဖော်ဆော်နိူင်ချက်	ဖော်ဆောင်နိုင်ချက်
Found!ဖေါ်ထုတ်နိုင်	ဖော်ထုတ်နိုင်
Found!ဖေါ်ပြခဲ့ကြပြီး	ဖော်ပြခဲ့ကြပြီး
Found!ဖေါ်ပြခဲ့ပါတယ်	ဖော်ပြခဲ့ပါတယ်
Found!aဖာ်ပြထား	ဖော်ပြထား
Found!ဖတ်ကြပြပါတယ်	ဖတ်ပြကြပါတယ်
Found!ဖိိတ်ကျွေးခြင်း	ဖိတ်ကျွေးခြင်း
Found!ဖမ်းခံ၇တာလို့ 	ဖမ်းခံရတာလို့ 
Found!ဖမ်းမမိ်သေးတဲ့	ဖမ်းမမိသေးတဲ့
Found!ဖျတ်ဆီးလိုက်တဲ့	ဖျက်ဆီးလိုက်တဲ့
Found!ဖြေရှင်ရမပေါ့မ	ဖြေရှင်းရမှာပေါ့
Found!ဖြစ်ကုန်တာပေါ်	ဖြစ်ကုန်တာပေါ့
Found!ဖြစ်ခဲ့ရသည”်	ဖြစ်ခဲ့ရသည်
Found!ဖြစ်နေ တာကြောင်	ဖြစ်နေ တာကြောင့်
Found!ဖစ်နေမှာဆိုးလို့	ဖြစ်နေမှာစိုးလို့
Found!ဖစ်နိုင်ရင် 	ဖြစ်နိုင်ရင် 
Found!ဖြစ်ပွါးခဲ့တာဟာ	ဖြစ်ပွားခဲ့တာဟာ
Found!ဖြစ်လာနိ်ုင်	ဖြစ်လာနိုင်
Found!ဖြစ် လိမ် ့မယ်	ဖြစ် လိမ့်မယ်
Found!ဖြတ် စီးပြစ် လိမ် ့မယ်	ဖြတ် စီးပြစ် လိမ့်မယ်
Found!ဖွဲ့စညး်ရာတွင်	ဖွဲ့စည်းရာတွင်
Found!ဖွငိ့ချပြတာပါ	ဖွင့်ချပြတာပါ
Found!ဗိ်ုလ်ချုပ်ကြီး	ဗိုလ်ချုပ်ကြီး
Found!ဗိ်ုလ်မှူးကြီး	ဗိုလ်မှူးကြီး
Found!ဗြိတိ်န်နိ်ုင်ငံ	ဗြိတိန်နိုင်ငံ
Found!ဘကြိးရဲ့ဇာတ်လမး်ကလည်း 	ဘကြီးရဲ့ဇာတ်လမ်းကလည်း 
Found!ဘရားဇီးမြီု့	ဘရားဇီးမြို့
Found!ဘာလုပ် သင် ့တယ်	ဘာလုပ် သင့်တယ်
Found!ဘုရားပန်းထိုးေ နတဲ့ 	ဘုရားပန်းထိုးနေတဲ့ 
Found!ဘော့လုံးသမားဟောင်း	ဘောလုံးသမားဟောင်း
Found!ဘတ်ဂျက်ရဲ ့	ဘတ်ဂျက်ရဲ့
Found!ဘုန်းကြီ်းကျောင်း	ဘုန်းကြီးကျောင်း
Found!ဘုနး်နိမ့်တယ်	ဘုန်းနိမ့်တယ်
Found!ဘယ်ပြောက်နေမှန်းကိုမသိဘူး	ဘယ်ပျောက်နေမှန်းကိုမသိဘူး
Found!ပယ်လို ပယ်လို	ဘယ်လို ဘယ်လို
Found!ဘိုလိုလုပ်ရပါ့	ဘယ်လိုလုပ်ရပါ့
Found!ဘူလိုက်မှာလဲ	ဘယ်သူလိုက်မှာလဲ
Found!ဘယ်ဟာဝယ်ရမလံ	ဘယ်ဟာဝယ်ရမလဲ
Found!ဘယ်အချိန်ဖင့်ပြီး	ဘယ်အချိန်ဖွင့်ပြီး
Found!မကြည် ့သင် ့ပါ	မကြည့်သင့်ပါ
Found!မခေါ်ကြနက်နော်	မခေါ်ကြနဲ့နော်
Found!မချစ်ပါဘူကွာ	မချစ်ပါဘူးကွာ
Found!မစူးစိ်ုက်နိုင်တာမျိုး	မစူးစိုက်နိုင်တာမျိုး
Found!မဆောက်ပေးနိုုင်ဘူးတဲ့	မဆောက်ပေးနိုင်ဘူးတဲ့
Found!မဆုံးဖြတ်ရသေးဘူးကြောင်း	မဆုံးဖြတ်ရသေးကြောင်း
Found!မတူဘူးပေါ့့လေ	မတူဘူးပေါ့လေ
Found!မတတ််နိင်ဘူး	မတတ်နိင်ဘူး
Found!မတွေ့ဖူးသေးပါ	မတွေ့ဘူးသေးပါ
Found!မထား ဖိုဆိုတာ	မထား ဖို့ဆိုတာ
Found!မနည်သတိထားနေတယ်	မနည်းသတိထားနေတယ်
Found!မနှိူင်းယှဉ်ပါနဲ့	မနှိုင်းယှဉ်ပါနဲ့
Found!မပျံနိ်ုင်	မပျံနိုင်
Found!မဖြစ်နို်ုင်ပါဘူးခင်ဗျာ	မဖြစ်နိုင်ပါဘူးခင်ဗျာ
Found!မဖြစ်နိုက်ဘူး	မဖြစ်နိုင်ဘူး
Found!မမေးခြင်တော့ပါဘူး	မမေးချင်တော့ပါဘူး
Found!မမြင်ပါလာ	မမြင်ပါလား
Found!မမြင်ရတေးဘူးလေ	မမြင်ရသေးဘူးလေ
Found!မရင့်ကြက်ကြသေးတာ	မရင့်ကျက်ကြသေးတာ
Found!မရပ်မနားဖြစ်နေေပသည့်	မရပ်မနားဖြစ်နေသည့်
Found!မရွေပြောင်းနိုင်ခင်	မရွှေ့ပြောင်းနိုင်ခင်
Found!မလိုလားလာ	မလိုလားတာ
Found!မလျော်သင့်ပေမယ့်	မလျှော်သင့်ပေမယ့်
Found!မသိသေးဘဲကိုယ်	မသိသေးဘဲကို
Found!မသိသေးဘဲကိုယ်	မသိသေးဘဲကို
Found!မသတ်မှတ်ရဘူးလေး	မသတ်မှတ်ရဘူးလေ
Found!မသွား နိ်ုင်ဘူး	မသွား နိုင်ဘူး
Found!မသွင်းခဲ့၇ဘူးပေါ့	မသွင်းခဲ့ရဘူးပေါ့
Found!မဟောင်နိူင်တဲ့	မဟောင်နိုင်တဲ့
Found!မိသားစုဂသူငယ်ချင်းတွေနဲ့	မိသားစုသူငယ်ချင်းတွေနဲ့
Found!မီးမှောင်းထိုးထားပါတယ်	မီးမောင်းထိုးထားပါတယ်
Found!မိရထားလမ်းဆောက်လုပ်ရေး	မီးရထားလမ်းဆောက်လုပ်ရေး
Found!မူယစ်ဆေးဝါး	မူးယစ်ဆေးဝါး
Found!မေလဆန်းပိ်ုင်း	မေလဆန်းပိုင်း
Found!မေ့သွားလိမ့်မေတဲ့ 	မေ့သွားလိမ့်မယ်တဲ့ 
Found!မောဟလည်းမကြီးချင်ပု	မောဟလည်းမကြီးချင်ဘူး
Found!မိ်ုးကျပြီးမှ	မိုးကျပြီးမှ
Found!မိုးလေဝသစောငြ့်ကည့်ရေး	မိုးလေဝသစောင့်ကြည့်ရေး
Found!မင် း ခေါင် းပါ	မင်း ခေါင်းပါ
Found!မင်းအောင်လှိ်ုင်	မင်းအောင်လှိုင်
Found!မောင်တောမြိ့ 	မောင်တောမြို့
Found!မိုင်ပေါက်ကွဲမှု	မိုင်းပေါက်ကွဲမှု
Found!မိန်ြ့ကားခဲ့ပါတယ်	မိန့်ကြားခဲ့ပါတယ်
Found!မိန်းမဖြစ်၇တာဟာ	မိန်းမဖြစ်ရတာဟာ
Found!မိနး်မအဖြစ် 	မိန်းမအဖြစ် 
Found!များလာခြင် း	များလာခြင်း
Found!မျက်နှာရနိုင်မဲ့	မျက်နှာရနိုင်မယ့်
Found!မျက်မှောက်ပြုလွယ်နိူင်	မျက်မှောက်ပြုလွယ်နိုင်
Found!မျောက်ပြဆန်တောင်	မျောက်ပြဆန်တောင်း
Found!မြေတောင်မြောက်ပေး	မြေတောင်မြှောက်ပေး
Found!မြောက်ပိ်ုငး	မြောက်ပိုင်း
Found!မြင်တက်လာကြရင်	မြင်တတ်လာကြရင်
Found!မြင်တွေ့နေကျ	မြင်တွေ့နေကြ
Found!မြင်ဖူးသွားပီ	မြင်ဖူးသွားပြီ
Found!မြန်မာနိ်ုင်ငံ	မြန်မာနိုင်ငံ
Found!မြန်မာနိူင်ငံ	မြန်မာနိုင်ငံ
Found!မြန်မာ့နိူင်ငံ	မြန်မာနိုင်ငံ
Found!မှတ်ပုံထားပြီးဖြစ်ပါတယ်	မှတ်ပုံတင်ထားပြီးဖြစ်ပါတယ်
Found!မ ျှဝေခဲ့ပါတယ်	မျှဝေခဲ့ပါတယ်
Found!ယူထားခဲ့ကြေ င်း 	ယူထားခဲ့ကြောင်း
Found!ယူသွါးမယ်လို့	ယူသွားမယ်လို့
Found!ယောကျာ်းတွေ	ယောက်ျားတွေ
Found!ယောကျာ်းများ 	ယောက်ျားများ 
Found!ယောကျာ်းလေးများ	ယောက်ျားလေးများ
Found!ယောက်ျားတွေပါဟယ်လ်	ယောက်ျားတွေပါဟယ်
Found!ယဉ်ကျေးမှုငး	ယဉ်ကျေးမှု
Found!ယူံစားလာခဲ့တယ်	ယုံစားလာခဲ့တယ်
Found!ယှာဉ်ကြည့်မှာ	ယှဉ်ကြည့်မှာ
Found!ရခိုင့်ညွ ွန့်ဖူး	ရခိုင့်ညွန့်ဖူး
Found!ရတနာပုုံ	ရတနာပုံ
Found!ရာခိုင်နှုုန်းက	ရာခိုင်နှုန်းက
Found!ရီခြင်စရာတော့	ရီချင်စရာတော့
Found!ရေခဲသေတ္တ	ရေခဲသေတ္တာ
Found!ရေထိသ ွားတယ်	ရေထိသွားတယ်
Found!ရေလွှမ်းမိုးမှုလို့	ရေလွှမ်းမိုးလို့
Found!ရေအားလျပ်စစ်မ	ရေအားလျှပ်စစ်
Found!ရဲ ဖော်တွေ	ရဲဘော်တွေ
Found!ရဲမေ်တော်ယာဉ်	ရဲမော်တော်ယာဉ်
Found!ရော်ဘာကျည်ဆန်နဲ့ပြစ်	ရော်ဘာကျည်ဆန်နဲ့ပစ်
Found!ရက်ရောကျတာမျိုး	ရက်ရောကြတာမျိုး
Found!ရောက်တုုံး	ရောက်တုန်း
Found!ရောက်၇ှိနေပြီ	ရောက်ရှိနေပြီ
Found!ရောက်အောင်သွားဖို	ရောက်အောင်သွားဖို့
Found!ရင်းနှီးမြှုပ်နှံမှီု	ရင်းနှီးမြှုပ်နှံမှု
Found!ရောင်းချႏ နိုင်ဖွယ်ရှိတယ်	ရောင်းချႏ နိုင်ဖွယ်ရှိတယ်
Found!ရောင် းပေးခြင် း	ရောင်းပေးခြင်း
Found!ရိုင်းစိုက်ကြမ်းကြုပ်	ရိုင်းစိုင်းကြမ်းကြုတ်
Found!ရည် မှန် းချက် 	ရည် မှန်းချက် 
Found!ရည် မှန် းထားပါ	ရည် မှန်းထားပါ
Found!ရန်ကုန်တိ်ုင်း	ရန်ကုန်တိုင်း
Found!ရန်ကုန်မာတုန်းက	ရန်ကုန်မှာတုန်းက
Found!ရယ်မောပျော်ရွှင်နိူင်ကြပါစေ	ရယ်မောပျော်ရွှင်နိုင်ကြပါစေ
Found!ရွေးချယ်နိုင်ဖိုပ	ရွေးချယ်နိုင်ဖို့
Found!ရွေးချယ်လိ်ု့မရဘူး	ရွေးချယ်လို့မရဘူး
Found!ရွက်ဆောင်နိူင်ပါစေ	ရွက်ဆောင်နိုင်ပါစေ
Found!ရှာနိုင် သည် ့	ရှာနိုင် သည့်
Found!ရှိနေေသာ်လည်း	ရှိနေသော်လည်း
Found!ရှိသည် ့အတွက်	ရှိသည့်အတွက်
Found!ရှ ုဒေါင့်စုံက	ရှုဒေါင့်စုံက
Found!ရှုမင်ကြပါတယ်ရှင်	ရှုမြင်ကြပါတယ်ရှင်
Found!ရှင် းလင် းပြောကြားရမည် ့	ရှင်းလင်းပြောကြားရမည့်
Found!ရှင် းလင် းပြောပြသည်	ရှင်းလင်းပြောပြသည်
Found! ေ့ရွှဆိုင်းတာ	ရွှေ့ဆိုင်းတာ
Found!လာရောက်ကျပါရန်	လာရောက်ကြပါရန်
Found!လူယေ်လူရွယ်	လူငယ်လူရွယ်
Found!လူတသိုက်ကြောင်	လူတစ်သိုက်ကြောင့်
Found!လူတတ်ကြီးလုပ်ချငိကြတာကိုး	လူတတ်ကြီးလုပ်ချင်ကြတာကိုး
Found!လူပျိုကြိီး	လူပျိုကြီး
Found!လေကြောင်းလိ်ုင်း	လေကြောင်းလိုင်း
Found!လေလံပြစ်ပွဲကြီး	လေလံပစ်ပွဲကြီး
Found!လေ့ လာမှု့ 	လေ့ လာမှု
Found!ငလေးစားမိပါတယ်	လေးစားမိပါတယ်
Found!လောလောဆည်	လောလောဆယ်
Found!လက္ခံမယ်လို့	လက်ခံမယ်လို့
Found!လက်နက်ကိ်ုင်တပ်	လက်နက်ကိုင်တပ်
Found!လက်မခံနိူင်ခြင်း	လက်မခံနိုင်ခြင်း
Found!လက်သည်းဆိုးဆေးနံ ့	လက်သည်းဆိုးဆေးနံ့
Found!လိ်ုက်တက်ခွင့်ရမှာပါ	လိုက်တက်ခွင့်ရမှာပါ
Found!လိုက်နိ်ုင်ကြပါတယ်	လိုက်နိုင်ကြပါတယ်
Found!လိုက်ဖက်နေတာ	လိုက်ဖတ်နေတာ
Found!လိုက်လိုက်လဲလဲ	လိုက်လိုက်လှဲလှဲ
Found!လိ်ုက်လျောချက်	လိုက်လျောချက်
Found!လိငင်းပိုင်းဆိုင်ရာ	လိင်ပိုင်းဆိုင်ရာ
Found!လိ်ုင်ပေါ်မှာ	လိုင်းပေါ်မှာ
Found!လည်းေ၇ကြီးမူ	လည်းရေကြီးမူ
Found!လုပ်ဆောင်တာကိုး 	လုပ်ဆောင်တာကို
Found!လုပ်နိ်ုင်ကြတယ်	လုပ်နိုင်ကြတယ်
Found!လုပ်နိ်ုင်ဖို့ပဲ	လုပ်နိုင်ဖို့ပဲ
Found!လုပ် နိုင် မည် ့ 	လုပ် နိုင် မည့်
Found!လုပ်ဖေါ်ကိုင်ဖက်	လုပ်ဖော်ကိုင်ဖက်
Found!လုပ်ဖေါ်ကိုင်ဖက်	လုပ်ဖော်ကိုင်ဖက်
Found!လုပ်ရပါလိ်မ့်မယ်	လုပ်ရပါလိမ့်မယ်
Found!လမ်းပျော်နေမှာ	လမ်းပျောက်နေမှာ
Found!လမ်းဖေါက်လုပ်ရေး	လမ်းဖောက်လုပ်ရေး
Found!လေုံခြုံရေး	လုံခြုံရေး
Found!လုံံ့လ 	လုံ့လ 
Found!လယ်မြေသိမ်းးခံရတာနဲ့	လယ်မြေသိမ်းခံရတာနဲ့
Found!လျှာထားခံ	လျာထားခံ
Found!လွြတ်ငိမ်းခွင့်	လွတ်ငြိမ်းခွင့်
Found!လွှတ်မြောက်ကျမှာပါ	လွတ်မြောက်ကြမှာပါ
Found!လှလှလေးဒေရမယ်	လှလှလေးတွေရမယ်
Found!လှူဒါန်လိုသူများ	လှူဒါန်းလိုသူများ
Found!လှိုင်မြို ့နယ်	လှိုင်မြို့နယ်
Found!လုူပ်ရှားကြ	လှုပ်ရှားကြ
Found!လှန်းအကြောင်းကြားမှပဲ	လှမ်းအကြောင်းကြားမှပဲ
Found!လျော့ပေးုပီး	လျှော့ပေးပြီး
Found!လျောက်ကြည့်တော့	လျှောက်ကြည့်တော့
Found!လျောက်လှမ်းနိူင်ပါစေ	လျှောက်လှမ်းနိုင်ပါစေ
Found!လျပ်စစ်ဓါတ်အား	လျှပ်စစ်ဓါတ်အား
Found!လွတ်ပေးခဲ့တာ	လွှတ်ပေးခဲ့တာ
Found!၂ဝ၁၂ဝ	၂ဝ၂ဝ
Found!ဝါသန်ပါခဲ့တော့	ဝါသနာပါခဲ့တော့
Found!ဝင် ငွေနည် းနေပေမဲ့	ဝင် ငွေနည်းနေပေမဲ့
Found!ဝိုင်ကူညီကြဖို့ 	ဝိုင်းကူညီကြဖို့ 
Found!ဝံဂျီးဂျုတ် 	ဝန်ကြီးချုပ်
Found!ဝန်ထမ်းတေ ွဟာ	ဝန်ထမ်းတွေဟာ
Found!ဝယ်မေတယိ	ဝယ်နေတယ်
Found!ဝယ်ေ ပးပီး	ဝယ်ပေးပြီး
Found!ဝယ်ပီးသွားပီး	ဝယ်ပြီးသွားပြီး
Found!ဝယ်လိုက်မိ်တယ်	ဝယ်လိုက်မိတယ်
Found!သတင်းထောက်တိ်ုင်း	သတင်းထောက်တိုင်း
Found!သပိတ်မှောက်ဆို့ 	သပိတ်မှောက်စို့
Found!သဘောတရားိကု	သဘောတရားကို
Found!သဘောတူးချက်	သဘောတူချက်
Found!သိမြင်နိူင်စွမ်း	သိမြင်နိုင်စွမ်း
Found!သိသိသာသာကြိး	သိသိသာသာကြီး
Found!သီချင် းခွေ 	သီချင်းခွေ 
Found!သူတု.ိကို	သူတို့ကို
Found!သရဲဘောကြောင်	သူရဲဘောကြောင်
Found!သပ်လျှျိုရှိတဲ့အခါမှာ	သူလျှိုရှိတဲ့အခါမှာ
Found!သေခြာသလောက်	သေချာသလောက်
Found!သေချင်တောလား	သေစေချင်နေတာလား
Found!သေဆုုံး ကုန်ရတယ်	သေဆုံး ကုန်ရတယ်
Found!သေသေခြာခြာ	သေသေချာချာ
Found!သံတုတ်ကိ်ု	သံတုတ်ကို
Found!သံယောဇ႕ဉ်	သံယောဇ႕ဉ်
Found!သို့သော်လညး်	သို့သော်လည်း
Found!သက်ကြီးရွယ်အိ်ု	သက်ကြီးရွယ်အို
Found!သက်နြ်တုန်းက	သက်နှင်းတုန်းက
Found!သက်ဉီးဆံပိုင်	သက်ဦးဆံပိုင်
Found!သောက်စားချင်တိ်ုင်း	သောက်စားချင်တိုင်း
Found!သောက်တလွဲံ	သောက်တလွဲ
Found!တင်ခိုင်းစေချင်တယ်	သင်ခိုင်းစေချင်တယ်
Found!သင်တန်းသားတွေံ	သင်တန်းသားတွေ
Found!သင်ဖြူ းဖျာကလေး	သင်ဖြူးဖျာကလေး
Found!သီးခံပေးပါဦး	သည်းခံပေးပါဦး
Found!သုက်ပိုးကိုမှု	သုတ်ပိုးကို
Found!သန် ့ရှင်းရမယ် 	သန့်ရှင်းရမယ် 
Found!သန် းပေါင် းများစွာ	သန်းပေါင်းများစွာ
Found!သိန်းတထောင်ကျော်	သိန်းတစ်ထောင်ကျော်
Found!သနိ်းတစ်ထောင်	သိန်းတစ်ထောင်
Found!သိတ်ဂရုမစိုက်ကြလို့	သိပ်ဂရုမစိုက်ကြလို့
Found!သိပံ္ပနည်းကျ 	သိပ္ပံနည်းကျ 
Found!သီမ်းဆည်းခဲ့ ပြီး 	သိမ်းဆည်းခဲ့ ပြီး 
Found!သိ်မ်းယူဖို့ 	သိမ်းယူဖို့ 
Found!သြစတေးလျှ	သြစတေးလျ
Found!သွားတောမယ်တဲ့	သွားတော့မယ်တဲ့
Found!သွေးကြောကျဥ်း	သွေးကြောကျဉ်း
Found!သွယ်တန်းပေးနိူင်ဆဲ	သွယ်တန်းပေးနိုင်ဆဲ
Found!ဟောပြောနေစဉ့်	ဟောပြောနေစဉ်
Found!ဟိုဖက်ဒိဖက်	ဟိုဖက်ဒီဖက်
Found!ဟိုရွေ ့ဒီရွေ့	ဟိုရွှေ့ဒီရွှေ့
Found!ဟုတ်နေခဲ့တာဘဲ	ဟုတ်နေခဲ့တာပဲ
Found!အကူညီတောင်ခံတာပါ	အကူညီတောင်းခံတာပါ
Found!အကူအညီတောင်မလား	အကူအညီတောင်းမလား
Found!အကောင်အထည် ဖေါ်နေတဲ့ 	အကောင်အထည် ဖော်နေတဲ့ 
Found!အကောင်အထည် ဖောက်နိုင်ဖို့	အကောင်အထည် ဖော်နိုင်ဖို့
Found!အကောင်းဆုံးဖစ်အောင်	အကောင်းဆုံးဖြစ်အောင်
Found!အကုန်ရပီမလားတယ့်	အကုန်ရပီမလားတဲ့
Found!အကျိူးကျေးဇူး	အကျိုးကျေးဇူး
Found!အကျိုူးပေးမှာပါ	အကျိုးပေးမှာပါ
Found!အကျီူးပြုနေလို့ပါ	အကျိုးပြုနေလို့ပါ
Found!အကျိုးရလာဒ်	အကျိုးရလဒ်
Found!အကြံအဉာဏ်	အကြံဉာဏ်
Found!အကြုိက်ဆုံး	အကြိုက်ဆုံး
Found!အကြောင် းတွေပဲ 	အကြောင်းတွေပဲ 
Found!အကြောငး်ပြ	အကြောင်းပြ
Found!အကြောငး်မျိုးမျိုး	အကြောင်းမျိုးမျိုး
Found!အကျပ်ရိုက်	အကြပ်ရိုက်
Found!အကြမ်းဘက်သမား	အကြမ်းဖက်သမား
Found!အကွက်မရွေ့ ့မှီ 	အကွက်မရွှေ့မှီ 
Found!အခိ်ုင်အမာ	အခိုင်အမာ
Found!အချိနါကုန်သွားတယ်	အချိန်ကုန်သွားတယ်
Found!ချုပ်အခြာအာဏာ	အချုပ်အခြာအာဏာ
Found!အငြိုတေးထားခြင်း	အငြိုးတေးထားခြင်း
Found!အဌားသုံးဖို့ဘဲ	အငှားသုံးဖို့ပဲ
Found!အစွဲအလမ်းကြီးပီး	အစွဲအလမ်းကြီးပြီး
Found!အဆက်သွယ်မရှိတဲ့တဲ့သူ	အဆက်သွယ်မရှိတဲ့သူ
Found!အဆင်ပြေပေမဲ့ 	အဆင်ပြေပေမယ့်
Found!အဆင်သင့် ဖစ်ပြီလား	အဆင်သင့် ဖြစ်ပြီလား
Found!အဆင့်အတန်းသိအောင်လုပ်ပြစ်လိုက်	အဆင့်အတန်းသိအောင်လုပ်ပစ်လိုက်
Found!အဆိပ်ဓါတ်ငွေ့	အဆိပ်ဓာတ်ငွေ့
Found!အဆုံးမတော့ 	အဆုံးမတော့ 
Found!အတော်များများကြ	အတော်များများက
Found!အတာ် လေးကောင် းပါတယ် 	အတော် လေးကောင်းပါတယ် 
Found!အတော် အသင် ့ 	အတော် အသင့်
Found!အတိ်ုင်ပင်ခံ	အတိုင်ပင်ခံ
Found!အတည်ပြုနိ်ုင်တဲ့	အတည်ပြုနိုင်တဲ့
Found!အတေ့်အကြုံ	အတွေ့အကြုံ
Found!အတွေ့ အကြံ ု 	အတွေ့ အကြုံ
Found!အနားမယူမိခဲဲ့ရင် 	အနားမယူမိခဲ့ရင် 
Found!အနားယူလိုက်ပါအုံးမယ်	အနားယူလိုက်ပါဦးမယ်
Found!အနီးတဝှိက် 	အနီးတဝိုက်
Found!အပုူတပြင်း	အပူတပြင်း
Found!မပစ်မတင်တက်ပါ	အပြစ်မတင်တတ်ပါ
Found!အပစ်မြင်ပါတော့တယ်	အပြစ်မြင်ပါတော့တယ်
Found!အဖီးကျိူးများ	အဖီးကျီးများ
Found!အဖြေရှာပေးလိမ် ့မည် 	အဖြေရှာပေးလိမ့်မည် 
Found!အဖွဲ့ငယ်ပေါင်းး	အဖွဲ့ငယ်ပေါင်း
Found!အမျီုူသမီး	အမျိုးသမီး
Found!အမျိုုးသမီး	အမျိုးသမီး
Found!အမှုလိုက်ခဲတာ	အမှုလိုက်ခဲ့တာ
Found!အမိူက်မီးရိူ့စက်	အမှိုက်မီးရှို့စက်
Found!အမှောင်ကြတဲ့ညပေါ့	အမှောင်ကျတဲ့ညပေါ့
Found!အမှတ် တေလည်း	အမှတ် တွေလည်း
Found!အမှန်အတိ်ုင်း	အမှန်အတိုင်း
Found!အရယူပေခဲ့တဲ့	အရယူပေးခဲ့တဲ့
Found!အရေကျုံ ့ပြီ	အရေကျုံ့ပြီ
Found!အေ၇းယူနိုင်ဖို့	အရေးယူနိုင်ဖို့
Found!အရင် းနှီးနည် းတယ်	အရင်းနှီးနည်းတယ်
Found!အရင် းအနှီးလုပ် ခိုင် းမည်	အရင်းအနှီးလုပ် ခိုင်းမည်
Found!အရောင် းအဝယ် လုပ် ခြင် း	အရောင်းအဝယ် လုပ် ခြင်း
Found!အရရစ်ကျ	အရစ်ကျ
Found!အရမ်းကျနေတပြီး	အရမ်းကျနေပြီး
Found!အရှုံးပေါ်နေစဲ	အရှုံးပေါ်နေဆဲ
Found!အလကားပေသုံး	အလကားပေးသုံး
Found!အလကားရနိူင်တာ	အလကားရနိုင်တာ
Found!အလုံုးစုံု	အလုံးစုံ
Found!အလျှော်လိုချင်တာမျိုး	အလျော်လိုချင်တာမျိုး
Found!အလွှဲသုံးစာမှုနဲ့တော့	အလွဲသုံးစားမှုနဲ့တော့
Found!အလွှဲသုံးစားလုပ်တယ်	အလွဲသုံးစားလုပ်တယ်
Found! အလှမ် းမဝေးတဲ့ 	 အလှမ်း မဝေးတဲ့ 
Found!အလှမ် းမဝေးပါစေနှင် ့	အလှမ်းမဝေးပါစေနှင့်
Found!အဝတ်လျော်စက်	အဝတ်လျှော်စက်
Found!အသေရေဖျက်မှု	အသရေဖျက်မှု
Found!အသက်ရှင်ဉီးမှာပါ	အသက်ရှင်ဦးမှာပါ
Found!အသင် းရှိသလို	အသင်းရှိသလို
Found!အသင် းလဲ ရှိသည် 	အသင်းလဲ ရှိသည် 
Found!အသိ်ုင်းအဝိုင်း	အသိုင်းအဝိုင်း
Found!အသုံးချလိုက် ခြင် း	အသုံးချလိုက် ခြင်း
Found!အာဏာပိုငင်	အာဏာပိုင်
Found!အာဏိသင်တွေ	အာနိသင်တွေ
Found!အာမညောင်းသရွေ ့	အာမညောင်းသရွေ့
Found!အာရုံစိုက်နိုင်တာ်	အာရုံစိုက်နိုင်တောင်
Found!အာရုံမစိုက် သင် ့ပါ	အာရုံမစိုက် သင့်ပါ
Found!အာရှနိ်ုင်ငံ	အာရှနိုင်ငံ
Found!အားပေးလှုန့်ဆော်တာမျိုး	အားပေးလှုံ့ဆော်တာမျိုး
Found!အားပေး အားမြှောက်မှု့	အားပေး အားမြှောက်မှု
Found!အီသီယိုးပီးယာား	အီသီယိုးပီးယား
Found!ဉီးတင်မောင်ဆွေ	ဦးတင်မောင်ဆွေ
Found!ဦုးလေးကလဲ	ဦးလေးကလဲ
Found!အဲဒီလိုနဲ 	အဲဒီလိုနဲ့
Found!အဲ့လိုဆိူရင်ကော	အဲ့လိုဆိုရင်ကော
Found!အံသြောစရာ	အံ့သြစရာ
Found!အံ့သြောစရာ	အံ့သြစရာ
Found!အံ့သြတုန်လုပ်	အံ့သြတုန်လှုပ်
Found!အံ့အားသင် ့ စရာက 	အံ့အားသင့်စရာက 
Found!ဥက ္ကလာပ	ဥက္ကလာပ
Found!အင်းဂါးလိပ် လိုတွေဘဲ 	အင်္ဂလိပ် လိုတွေပဲ 
Found!အင်တာနတ်ရှင်နောင်	အင်တာနက်ရှင်နယ်
Found!အောင်နိူင်စိုး	အောင်နိုင်စိုး
Found!အိုင် ဒီယာကောင် းတွေရှိရင်	အိုင် ဒီယာကောင်းတွေရှိရင်
